SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL_RAINFALL,JUN-SEP,MAR-MAY,OCT-DEC,JAN-FEB,CLOUD_COVERAGE,FLOODS
NORTH INTERIOR KARNATAKA,1990,4.6,3.1,10.2,4.0,10.1,49.9,53.1,170.6,60.0,23.2,1.1,4.4,394.3,333.6,24.3,28.7,7.7,61.3,0
COASTAL ANDHRA PRADESH,1918,29.7,10.1,20.4,12.6,24.6,48.6,53.1,24.7,113.9,110.8,570.3,11.2,1030.0,240.3,57.6,692.3,39.8,53.0,0
COASTAL KARNATAKA,1988,8.7,3.4,18.1,36.5,42.6,469.1,731.1,539.2,280.4,156.4,44.7,5.1,2335.3,2019.8,97.2,206.2,12.1,73.1,1
UTTARAKHAND,1986,93.8,97.4,65.3,44.8,42.4,74.5,349.0,321.9,97.0,36.9,13.6,29.5,1266.1,842.4,152.5,80.0,191.2,79.8,0
WEST MADHYA PRADESH,1948,3.5,5.2,27.4,14.4,11.1,120.9,250.3,384.4,244.7,94.4,23.2,13.7,1193.2,1000.3,52.9,131.3,8.7,63.0,0
NORTH INTERIOR KARNATAKA,1914,1.0,4.2,7.7,8.7,28.1,21.5,145.0,50.1,62.8,22.4,3.4,4.1,359.0,279.4,44.5,29.9,5.2,47.8,0
NORTH INTERIOR KARNATAKA,1952,5.7,12.0,1.0,14.1,15.4,16.6,63.4,100.6,47.9,1.9,0.0,1.3,279.9,228.5,30.5,3.2,17.7,41.1,0
SUB HIMALAYAN WEST BENGAL,1959,10.6,13.6,22.1,105.6,153.4,230.5,340.3,350.6,285.7,129.6,3.5,11.0,1656.5,1207.1,281.1,144.1,24.2,79.1,1
JHARKHAND,1966,4.3,14.2,14.7,30.7,37.5,142.9,432.9,222.0,110.0,73.9,14.8,9.5,1107.4,907.8,82.9,98.2,18.5,62.1,1
CHHATTISGARH,1961,12.8,15.8,8.6,13.9,20.6,91.1,190.4,172.7,203.5,63.7,5.7,0.0,798.8,657.7,43.1,69.4,28.6,68.3,0
GUJARAT REGION,2012,8.0,18.4,16.8,19.3,7.9,125.6,231.9,378.5,192.8,98.3,26.3,2.9,1126.7,928.8,44.0,127.5,26.4,73.0,0
NAGA MANI MIZO TRIPURA,2000,12.8,34.2,38.1,102.6,174.2,171.4,576.8,193.8,362.6,44.1,39.0,24.9,1774.5,1304.6,314.9,108.0,47.0,65.1,1
VIDARBHA,2006,8.5,17.6,30.5,29.2,47.6,86.6,462.5,285.2,152.7,72.5,9.6,8.8,1211.3,987.0,107.3,90.9,26.1,55.0,0
TELANGANA,1973,21.0,0.0,17.3,16.6,20.3,139.5,340.5,326.2,164.8,70.0,1.7,6.9,1124.8,971.0,54.2,78.6,21.0,61.7,0
GANGETIC WEST BENGAL,1936,10.6,18.0,65.4,85.0,164.0,272.8,475.8,411.9,162.4,135.5,47.7,17.9,1867.0,1322.9,314.4,201.1,28.6,92.4,1
EAST UTTAR PRADESH,1931,13.5,2.9,19.7,0.0,42.9,126.9,272.2,215.6,177.1,67.7,22.5,15.8,976.8,791.8,62.6,106.0,16.4,55.6,0
SAURASHTRA & KUTCH,1999,7.9,0.0,3.3,5.5,15.1,18.4,54.4,99.1,36.1,28.5,2.3,0.9,271.5,208.0,23.9,31.7,7.9,53.4,0
NORTH INTERIOR KARNATAKA,2003,3.1,8.8,7.0,11.6,8.7,66.6,112.4,101.9,65.0,36.1,1.3,5.4,427.9,345.9,27.3,42.8,11.9,57.9,0
ORISSA,2003,4.8,25.6,11.7,28.2,31.8,127.9,329.2,410.4,197.9,119.4,13.2,8.5,1308.6,1065.4,71.7,141.1,30.4,64.6,1
WEST UTTAR PRADESH,1990,6.7,9.4,5.4,10.9,25.7,221.2,145.4,93.4,56.7,34.6,21.4,5.9,636.7,516.7,42.0,61.9,16.1,47.4,0
UTTARAKHAND,1972,84.0,92.7,27.7,53.3,59.4,150.3,289.4,261.7,312.1,38.5,24.4,22.9,1416.4,1013.5,140.4,85.8,176.7,78.2,0
EAST MADHYA PRADESH,1933,10.2,25.4,6.2,14.2,33.2,202.8,296.1,362.9,133.7,25.8,18.1,7.5,1136.1,995.5,53.6,51.4,35.6,50.9,0
SOUTH INTERIOR KARNATAKA,2006,11.3,11.8,11.6,19.1,30.4,131.7,261.7,227.7,240.0,65.8,37.6,9.0,1057.7,861.1,61.1,112.4,23.1,66.7,0
KERALA,1994,6.7,9.0,14.7,34.3,98.7,401.6,873.5,338.0,282.6,83.7,47.1,12.7,2202.6,1895.7,147.7,143.5,15.7,87.1,1
TAMIL NADU,1993,25.5,15.6,4.7,49.1,61.3,37.6,57.2,78.6,66.8,283.2,396.3,171.5,1247.4,240.2,115.1,851.0,41.1,68.6,0
NAGA MANI MIZO TRIPURA,1978,10.7,22.5,16.7,45.2,143.2,308.2,434.8,489.7,179.5,204.5,7.6,13.0,1875.6,1412.2,205.1,225.1,33.2,82.4,1
WEST UTTAR PRADESH,1965,3.6,19.1,10.5,10.8,0.0,156.1,223.3,267.7,19.0,65.1,0.0,14.5,789.7,666.1,21.3,79.6,22.7,53.6,0
CHHATTISGARH,1909,11.4,4.2,15.7,29.5,0.0,123.2,278.0,244.3,282.0,26.3,8.8,0.0,1023.4,927.5,45.2,35.1,15.6,62.5,0
EAST UTTAR PRADESH,1957,5.4,11.6,21.4,24.2,69.7,177.2,238.1,215.1,152.5,14.9,15.4,12.7,958.2,782.9,115.3,43.0,17.0,53.6,0
ARUNACHAL PRADESH,1909,14.6,32.3,37.7,69.3,176.2,479.2,411.2,329.9,393.1,63.5,30.9,29.3,2067.2,1613.4,283.2,123.7,46.9,90.6,1
ANDAMAN & NICOBAR ISLANDS,2013,25.1,27.0,43.2,12.1,290.4,388.5,373.2,316.4,489.5,266.3,137.9,114.4,2484.0,1567.6,345.7,518.6,52.1,84.2,1
UTTARAKHAND,1999,49.6,58.8,34.0,45.1,77.5,148.2,390.2,94.2,158.4,56.6,8.9,13.0,1134.5,791.0,156.6,78.5,108.4,66.6,0
SUB HIMALAYAN WEST BENGAL,1930,2.0,25.6,79.7,50.5,61.8,174.2,446.6,542.1,433.5,162.2,43.2,13.7,2035.1,1596.4,192.0,219.1,27.6,65.3,1
BIHAR,1961,5.8,11.4,22.0,7.7,35.5,292.0,348.9,318.7,274.1,87.1,12.5,0.9,1416.6,1233.7,65.2,100.5,17.2,58.7,0
GUJARAT REGION,1972,6.3,5.0,11.1,2.2,19.6,174.3,339.2,295.3,153.7,63.7,34.4,3.7,1108.5,962.5,32.9,101.8,11.3,79.6,0
WEST UTTAR PRADESH,2011,17.6,0.4,0.0,18.2,29.4,82.2,250.4,292.2,111.8,90.5,26.3,15.5,934.5,736.6,47.6,132.3,18.0,55.6,0
UTTARAKHAND,1910,55.7,61.8,51.9,55.1,65.3,76.3,158.7,143.3,97.3,56.9,16.4,43.9,882.6,475.6,172.3,117.2,117.5,62.7,0
HARYANA DELHI & CHANDIGARH,1932,6.8,9.4,12.4,10.1,12.5,70.9,162.5,165.5,58.7,13.3,1.9,4.1,528.1,457.6,35.0,19.3,16.2,58.9,0
GUJARAT REGION,1905,11.5,16.7,16.4,38.4,43.1,113.6,227.0,189.6,218.6,30.0,25.8,15.9,946.6,748.8,97.9,71.7,28.2,60.1,0
EAST RAJASTHAN,1939,4.0,8.5,11.4,0.0,11.8,43.3,50.0,80.6,72.8,12.2,0.0,8.7,303.3,246.7,23.2,20.9,12.5,57.7,0
JHARKHAND,1952,9.8,21.5,10.5,10.6,59.2,139.2,299.6,131.7,143.3,116.6,19.6,7.8,969.4,713.8,80.3,144.0,31.3,50.3,0
NORTH INTERIOR KARNATAKA,1926,8.2,0.0,3.3,19.4,14.5,48.6,179.0,149.9,21.0,19.3,9.3,1.7,474.2,398.5,37.2,30.3,8.2,55.9,0
JHARKHAND,1952,12.2,0.6,0.0,22.6,47.5,131.3,225.1,246.6,291.8,40.1,20.7,1.1,1039.6,894.8,70.1,61.9,12.8,69.8,0
TAMIL NADU,1982,15.8,25.6,26.2,6.9,48.6,47.3,37.1,0.0,104.0,144.9,221.6,102.3,780.3,188.4,81.7,468.8,41.4,58.9,0
TELANGANA,1977,2.7,10.2,0.0,23.7,0.0,132.6,362.7,175.3,230.2,94.7,0.0,7.1,1039.2,900.8,23.7,101.8,12.9,64.1,0
NAGA MANI MIZO TRIPURA,2009,4.8,0.0,91.0,69.1,106.2,250.0,309.5,329.9,391.2,124.9,9.2,0.8,1686.6,1280.6,266.3,134.9,4.8,62.6,0
CHHATTISGARH,2010,0.0,11.5,0.5,7.2,2.1,97.9,172.6,342.0,121.1,1.6,15.0,6.9,778.4,733.6,9.8,23.5,11.5,52.5,0
ARUNACHAL PRADESH,1939,7.9,27.3,64.6,71.7,153.3,274.7,460.8,188.3,335.6,134.2,15.6,27.7,1761.7,1259.4,289.6,177.5,35.2,78.2,1
HIMACHAL PRADESH,2015,113.6,113.2,41.5,37.5,56.1,163.2,252.3,158.3,106.9,39.9,27.3,36.4,1146.2,680.7,135.1,103.6,226.8,73.4,0
WEST RAJASTHAN,1951,2.8,8.6,15.1,6.2,23.0,31.4,114.4,101.2,54.2,39.6,3.1,4.2,403.8,301.2,44.3,46.9,11.4,54.9,0
LAKSHADWEEP,1923,47.1,13.7,0.0,49.0,301.7,429.6,621.3,328.2,264.4,156.6,191.9,96.8,2500.3,1643.5,350.7,445.3,60.8,89.8,1
EAST RAJASTHAN,1978,5.4,5.2,1.4,5.6,0.0,55.9,121.3,107.5,75.1,18.9,3.7,3.1,403.1,359.8,7.0,25.7,10.6,43.4,0
LAKSHADWEEP,1929,16.9,1.1,0.0,55.8,398.7,450.4,280.3,519.1,554.3,298.6,269.2,110.6,2955.0,1804.1,454.5,678.4,18.0,67.5,1
PUNJAB,2012,0.0,3.2,4.1,6.9,13.9,0.0,159.0,135.8,71.1,3.3,5.1,3.0,405.4,365.9,24.9,11.4,3.2,61.1,0
KONKAN & GOA,1999,2.5,6.2,12.6,17.3,107.4,348.3,751.1,638.9,271.2,109.7,37.2,3.3,2305.7,2009.5,137.3,150.2,8.7,74.6,1
GUJARAT REGION,1983,4.7,4.2,11.4,17.5,23.1,134.6,22.5,290.9,151.6,47.8,1.1,17.3,726.7,599.6,52.0,66.2,8.9,45.7,0
ARUNACHAL PRADESH,1983,22.8,0.0,35.3,107.8,122.1,239.4,319.5,384.4,515.4,161.4,13.4,5.0,1926.5,1458.7,265.2,179.8,22.8,67.1,1
BIHAR,1904,0.0,0.8,21.3,20.4,53.6,242.7,319.0,285.1,184.6,0.0,1.1,8.6,1137.2,1031.4,95.3,9.7,0.8,71.4,0
COASTAL ANDHRA PRADESH,1920,9.3,17.5,29.8,44.1,74.7,28.8,92.3,85.1,120.5,225.6,287.9,77.0,1092.6,326.7,148.6,590.5,26.8,76.7,0
RAYALSEEMA,1995,7.0,1.8,9.8,12.5,14.0,65.2,184.7,55.7,44.2,20.2,4.1,3.8,423.0,349.8,36.3,28.1,8.8,40.4,0
MADHYA MAHARASHTRA,1986,12.1,16.0,12.5,17.8,53.3,155.2,402.0,374.0,125.3,82.1,4.2,17.7,1272.2,1056.5,83.6,104.0,28.1,55.1,0
NORTH INTERIOR KARNATAKA,2004,1.4,2.6,5.9,8.5,11.1,72.0,119.9,59.6,81.6,3.4,0.0,3.2,369.2,333.1,25.5,6.6,4.0,55.0,0
LAKSHADWEEP,2005,34.9,35.4,30.6,43.7,383.1,460.0,343.6,353.9,307.3,315.7,184.5,30.8,2523.5,1464.8,457.4,531.0,70.3,92.3,1
MATSHYA PRADESH,1971,5.2,11.0,11.3,5.6,8.0,97.4,198.3,118.7,8.6,8.9,0.7,6.6,480.3,423.0,24.9,16.2,16.2,57.8,0
GANGETIC WEST BENGAL,1966,18.3,6.7,53.4,46.7,176.5,142.9,359.3,124.2,200.4,48.8,39.8,10.8,1227.8,826.8,276.6,99.4,25.0,80.7,0
MADHYA MAHARASHTRA,1992,5.2,12.9,6.7,23.9,28.8,286.9,427.0,335.2,200.5,72.6,27.4,9.7,1436.8,1249.6,59.4,109.7,18.1,85.3,1
GANGETIC WEST BENGAL,2001,12.8,13.1,26.3,76.8,9.3,297.1,370.9,446.7,390.2,248.6,38.7,11.2,1941.7,1504.9,112.4,298.5,25.9,92.6,1
LAKSHADWEEP,1995,21.5,7.4,38.7,49.3,342.5,352.0,385.4,394.1,392.2,325.3,106.1,100.5,2515.0,1523.7,430.5,531.9,28.9,68.5,1
LAKSHADWEEP,1998,10.7,28.4,29.8,48.1,296.2,365.1,510.9,480.3,438.5,142.3,214.6,0.0,2564.9,1794.8,374.1,356.9,39.1,81.6,1
HARYANA DELHI & CHANDIGARH,1966,0.0,4.3,10.6,10.9,18.7,48.6,126.3,75.0,45.6,15.9,4.7,2.7,363.3,295.5,40.2,23.3,4.3,54.3,0
NAGA MANI MIZO TRIPURA,1905,0.0,19.8,28.3,60.5,146.6,245.0,565.9,480.7,386.4,95.3,15.6,10.7,2054.8,1678.0,235.4,121.6,19.8,88.9,1
SAURASHTRA & KUTCH,1978,3.5,2.6,0.3,7.8,11.0,67.2,153.3,144.0,22.2,19.0,1.8,0.6,433.3,386.7,19.1,21.4,6.1,64.1,0
SAURASHTRA & KUTCH,1964,5.0,0.0,1.3,9.4,31.7,22.5,142.9,82.2,47.5,3.3,5.9,2.0,353.7,295.1,42.4,11.2,5.0,63.6,0
TAMIL NADU,1919,32.4,4.2,18.0,43.6,45.4,53.4,50.4,67.9,62.7,319.8,251.6,79.9,1029.3,234.4,107.0,651.3,36.6,64.9,0
MATSHYA PRADESH,1908,3.3,7.1,7.9,3.0,18.7,74.8,150.3,83.5,0.0,17.1,8.7,4.6,379.0,308.6,29.6,30.4,10.4,56.1,0
GANGETIC WEST BENGAL,1995,17.2,23.6,5.1,106.7,96.9,306.7,488.7,267.6,191.3,143.9,13.3,8.5,1669.5,1254.3,208.7,165.7,40.8,85.2,1
LAKSHADWEEP,1985,34.1,17.8,6.3,65.9,346.4,310.4,345.0,421.7,469.0,227.4,219.3,99.8,2563.1,1546.1,418.6,546.5,51.9,80.6,1
MADHYA MAHARASHTRA,1924,2.5,8.3,18.4,41.8,22.7,198.3,250.5,268.8,286.1,82.9,2.6,4.6,1187.5,1003.7,82.9,90.1,10.8,67.7,0
GUJARAT REGION,2014,8.2,0.0,5.1,16.2,42.2,132.0,205.2,335.5,274.6,14.0,16.0,0.0,1049.0,947.3,63.5,30.0,8.2,70.3,0
LAKSHADWEEP,2009,20.2,15.5,33.0,86.1,167.5,406.4,526.4,446.4,465.3,206.5,254.2,54.6,2682.1,1844.5,286.6,515.3,35.7,66.0,1
COASTAL KARNATAKA,1933,3.2,0.0,0.0,42.7,17.0,645.1,540.2,414.2,368.4,128.1,37.5,19.2,2215.6,1967.9,59.7,184.8,3.2,89.8,1
COASTAL ANDHRA PRADESH,1970,7.2,0.5,13.6,30.0,28.5,34.5,100.9,66.2,22.5,78.0,508.7,192.5,1083.1,224.1,72.1,779.2,7.7,75.6,1
KERALA,1982,6.0,10.1,1.4,9.4,126.2,331.2,814.0,542.8,378.4,127.0,37.4,7.0,2390.9,2066.4,137.0,171.4,16.1,65.7,1
EAST MADHYA PRADESH,1914,2.0,10.7,26.7,16.6,51.1,193.9,322.9,247.1,136.0,110.4,22.9,7.2,1147.5,899.9,94.4,140.5,12.7,68.2,0
JHARKHAND,1942,0.0,8.6,22.3,38.1,65.4,151.5,335.5,211.1,117.9,9.4,18.9,15.6,994.3,816.0,125.8,43.9,8.6,64.8,0
SAURASHTRA & KUTCH,1906,9.4,0.3,4.6,13.8,1.9,80.1,181.0,22.2,0.0,11.0,6.8,0.0,331.1,283.3,20.3,17.8,9.7,52.6,0
LAKSHADWEEP,1940,39.5,11.8,16.0,65.7,213.0,262.6,413.3,412.8,327.6,368.8,225.0,67.7,2423.8,1416.3,294.7,661.5,51.3,84.7,1
ARUNACHAL PRADESH,1982,5.5,17.8,49.9,70.9,83.9,294.7,292.2,320.2,400.8,106.5,56.6,21.5,1720.5,1307.9,204.7,184.6,23.3,66.4,1
EAST UTTAR PRADESH,1972,7.7,21.2,10.1,30.9,48.1,103.6,219.2,317.0,190.6,39.4,11.5,7.6,1006.9,830.4,89.1,58.5,28.9,66.7,0
MADHYA MAHARASHTRA,1974,6.8,6.2,23.4,24.0,0.0,265.5,346.4,229.5,222.4,72.6,20.0,2.8,1219.6,1063.8,47.4,95.4,13.0,81.4,0
LAKSHADWEEP,1911,30.1,22.0,21.7,55.3,363.5,378.1,161.3,400.4,311.2,193.3,261.0,47.4,2245.3,1251.0,440.5,501.7,52.1,70.4,1
MATSHYA PRADESH,1938,1.5,0.0,10.8,12.5,11.7,65.3,8.7,119.0,34.3,31.7,5.1,3.3,303.9,227.3,35.0,40.1,1.5,44.5,0
MATSHYA PRADESH,1907,5.8,1.7,1.5,15.0,17.9,22.6,147.6,88.8,7.0,10.0,0.9,3.5,322.3,266.0,34.4,14.4,7.5,54.2,0
ANDAMAN & NICOBAR ISLANDS,1913,30.5,18.0,27.2,64.8,366.8,470.4,598.4,367.7,297.9,299.1,111.3,56.2,2708.3,1734.4,458.8,466.6,48.5,78.6,1
SAURASHTRA & KUTCH,1910,9.1,4.5,7.4,4.7,19.4,37.7,217.7,86.8,54.9,22.7,5.5,2.3,472.7,397.1,31.5,30.5,13.6,44.6,0
MATSHYA PRADESH,1980,4.7,7.2,3.3,6.2,8.7,14.1,140.8,81.0,76.7,13.2,5.8,0.0,361.7,312.6,18.2,19.0,11.9,47.6,0
TAMIL NADU,1931,18.0,0.0,17.5,43.8,27.7,71.2,86.2,96.4,59.4,219.5,335.5,115.9,1091.1,313.2,89.0,670.9,18.0,60.5,0
HARYANA DELHI & CHANDIGARH,1984,3.2,2.3,3.2,7.3,13.1,44.2,166.2,160.1,21.5,29.8,6.0,1.2,458.1,392.0,23.6,37.0,5.5,63.9,0
HIMACHAL PRADESH,1961,18.6,67.4,73.1,25.1,13.0,129.9,426.7,180.1,108.8,36.0,30.7,5.2,1114.6,845.5,111.2,71.9,86.0,59.0,0
UTTARAKHAND,1904,57.3,64.0,24.7,27.9,60.8,43.8,413.8,205.0,157.2,46.8,26.3,34.0,1161.6,819.8,113.4,107.1,121.3,70.1,1
BIHAR,2000,10.4,10.8,5.5,38.0,43.9,75.2,283.4,271.5,155.8,83.2,23.3,6.9,1007.9,785.9,87.4,113.4,21.2,71.3,0
HARYANA DELHI & CHANDIGARH,2012,3.8,3.1,0.0,11.3,21.1,51.4,63.8,55.6,129.9,0.0,0.7,7.3,348.0,300.7,32.4,8.0,6.9,53.7,0
SUB HIMALAYAN WEST BENGAL,1943,14.3,12.4,6.3,92.2,101.8,445.2,177.6,372.0,363.6,170.6,42.5,12.7,1811.2,1358.4,200.3,225.8,26.7,88.9,1
PUNJAB,1995,5.0,6.5,5.1,6.1,1.5,20.6,100.8,95.2,31.0,4.6,2.9,4.8,284.1,247.6,12.7,12.3,11.5,50.1,0
ASSAM & MEGHALAYA,1902,13.8,33.2,44.9,54.9,229.3,260.9,496.5,469.3,280.6,64.3,19.8,15.4,1982.9,1507.3,329.1,99.5,47.0,90.9,1
WEST UTTAR PRADESH,1905,0.0,19.7,24.1,28.5,27.3,185.8,360.4,389.6,249.2,61.9,1.9,8.9,1357.3,1185.0,79.9,72.7,19.7,81.6,0
KONKAN & GOA,1948,4.3,5.5,0.0,11.8,93.7,705.3,840.2,494.6,181.3,167.7,54.5,5.4,2564.3,2221.4,105.5,227.6,9.8,79.0,1
NAGA MANI MIZO TRIPURA,1950,4.5,31.1,42.0,67.2,75.9,181.0,501.6,399.8,174.7,60.6,61.5,13.7,1613.6,1257.1,185.1,135.8,35.6,64.7,1
MATSHYA PRADESH,1984,4.5,0.0,2.1,3.8,10.4,52.8,135.3,5.3,90.8,14.1,0.6,4.9,324.6,284.2,16.3,19.6,4.5,50.8,0
MADHYA MAHARASHTRA,1996,20.8,13.2,7.6,21.3,27.3,152.1,324.0,244.2,204.8,55.3,6.8,1.4,1078.8,925.1,56.2,63.5,34.0,68.7,0
ANDAMAN & NICOBAR ISLANDS,1958,25.9,30.2,26.3,45.0,365.1,357.9,494.0,295.2,377.2,321.0,273.2,41.7,2652.7,1524.3,436.4,635.9,56.1,70.4,1
LAKSHADWEEP,1943,15.5,20.2,0.0,60.5,355.7,341.6,279.2,343.2,561.7,208.4,132.7,0.0,2318.7,1525.7,416.2,341.1,35.7,74.1,1
NAGA MANI MIZO TRIPURA,1940,19.5,41.8,67.9,105.8,89.8,259.1,425.2,280.4,331.9,156.0,38.0,18.2,1833.6,1296.6,263.5,212.2,61.3,84.3,1
ARUNACHAL PRADESH,1982,11.7,20.1,65.2,78.9,152.6,235.0,497.6,213.2,252.5,67.3,25.5,5.6,1625.2,1198.3,296.7,98.4,31.8,61.5,1
WEST UTTAR PRADESH,1926,13.0,10.2,29.9,17.1,13.8,135.4,322.9,394.9,134.9,109.8,13.1,5.3,1200.3,988.1,60.8,128.2,23.2,61.3,0
EAST RAJASTHAN,1929,6.3,10.7,7.2,0.9,18.3,104.4,6.1,114.9,51.5,5.6,7.1,0.0,333.0,276.9,26.4,12.7,17.0,63.2,0
TAMIL NADU,1910,37.7,9.2,21.4,31.1,60.4,19.8,95.5,67.2,137.0,97.8,224.5,138.6,940.2,319.5,112.9,460.9,46.9,75.8,0
COASTAL ANDHRA PRADESH,1960,22.5,24.6,20.4,23.5,40.2,64.1,14.1,99.6,55.4,277.6,256.8,146.3,1045.1,233.2,84.1,680.7,47.1,49.7,0
JAMMU & KASHMIR,1992,40.6,79.7,59.8,44.9,72.0,136.3,139.1,144.8,167.7,21.6,24.6,34.6,965.7,587.9,176.7,80.8,120.3,65.1,0
COASTAL ANDHRA PRADESH,1984,14.5,17.1,2.8,0.0,30.2,10.9,104.3,143.5,43.9,290.4,395.1,41.5,1094.2,302.6,33.0,727.0,31.6,54.0,0
JHARKHAND,1956,12.5,2.2,14.0,11.8,37.1,137.0,231.8,242.9,322.5,47.5,4.6,11.5,1075.4,934.2,62.9,63.6,14.7,55.7,0
GANGETIC WEST BENGAL,1999,15.8,29.4,13.9,94.1,110.6,452.7,514.7,352.8,476.4,83.6,29.1,14.3,2187.4,1796.6,218.6,127.0,45.2,81.8,1
RAYALSEEMA,1905,2.1,5.8,10.3,6.3,23.3,14.1,47.8,80.7,103.1,15.7,4.9,3.6,317.7,245.7,39.9,24.2,7.9,47.4,0
NAGA MANI MIZO TRIPURA,1984,6.8,6.1,15.1,44.1,201.0,293.0,552.0,305.5,245.5,98.8,0.0,14.1,1782.0,1396.0,260.2,112.9,12.9,82.9,1
TELANGANA,1959,0.0,11.8,10.6,21.5,28.9,120.9,330.7,342.0,151.5,16.5,1.2,10.5,1046.1,945.1,61.0,28.2,11.8,60.7,0
NORTH INTERIOR KARNATAKA,1966,0.0,4.1,6.0,13.2,16.1,65.9,118.6,98.7,62.6,13.1,0.0,1.5,399.8,345.8,35.3,14.6,4.1,43.2,0
TELANGANA,1926,7.1,9.4,6.4,14.1,25.4,150.3,315.4,245.6,107.9,18.1,41.0,1.2,941.9,819.2,45.9,60.3,16.5,71.8,0
COASTAL KARNATAKA,1914,6.4,7.1,6.5,28.6,82.1,543.8,849.1,718.9,297.8,119.2,61.4,17.7,2738.6,2409.6,117.2,198.3,13.5,70.2,1
UTTARAKHAND,1972,99.6,17.3,82.6,52.0,27.9,132.6,334.1,172.0,176.6,57.4,4.3,27.9,1184.3,815.3,162.5,89.6,116.9,54.8,0
RAYALSEEMA,1948,4.7,3.3,7.6,12.3,21.3,25.1,177.1,86.2,59.5,0.0,2.6,2.1,401.8,347.9,41.2,4.7,8.0,43.5,0
WEST UTTAR PRADESH,1922,19.1,23.9,2.8,20.6,41.6,190.1,488.3,242.4,185.5,127.2,19.2,4.4,1365.1,1106.3,65.0,150.8,43.0,72.0,1
BIHAR,1978,14.4,20.4,6.3,21.2,23.2,141.1,361.5,256.0,225.7,80.5,8.9,15.4,1174.6,984.3,50.7,104.8,34.8,77.9,0
TAMIL NADU,1915,8.3,6.2,24.3,3.5,0.0,44.5,85.3,114.3,62.0,117.4,231.4,100.4,797.6,306.1,27.8,449.2,14.5,67.7,0
UTTARAKHAND,1975,51.6,73.6,95.1,38.8,73.4,152.7,193.2,275.0,184.5,40.0,16.7,29.1,1223.7,805.4,207.3,85.8,125.2,69.7,0
